0.011106,1.000000
0.019019,1.000000
0.019129,1.000000
0.022322,1.000000
0.022869,1.000000
0.033422,1.000000
0.042083,2.000000
0.042772,1.000000
0.057353,0.000000
0.058010,0.000000
0.072214,0.000000
0.083888,0.000000
0.096285,0.000000
0.099101,0.000000
0.119656,0.000000
0.120962,0.000000
0.142688,4.000000
0.185123,0.000000
0.209624,0.000000
0.236244,1.000000
0.243591,2.000000
0.247783,2.000000
0.255025,2.000000
0.266017,1.000000
0.268342,2.000000
0.283257,1.000000
0.284291,1.000000
0.286590,0.000000
0.303195,1.000000
0.329633,3.000000
0.337400,3.000000
0.339323,4.000000
0.340576,4.000000
0.364629,5.000000
0.370311,4.000000
0.371055,4.000000
0.400093,3.000000
0.403730,3.000000
0.408200,3.000000
0.411815,1.000000
0.413754,1.000000
0.419626,0.000000
0.444214,2.000000
0.451718,2.000000
0.471279,2.000000
0.482644,0.000000
0.498733,1.000000
0.507178,2.000000
0.508488,2.000000
0.539392,0.000000
0.546398,0.000000
0.559033,1.000000
0.562025,1.000000
0.579423,1.000000
0.579458,1.000000
0.587779,3.000000
0.605883,4.000000
0.615999,4.000000
0.621708,4.000000
0.646695,3.000000
0.672343,3.000000
0.687748,4.000000
0.688378,4.000000
0.690995,4.000000
0.710414,6.000000
0.724692,6.000000
0.725209,6.000000
0.729488,5.000000
0.738725,3.000000
0.749350,3.000000
0.752025,3.000000
0.764648,4.000000
0.766900,4.000000
0.782392,2.000000
0.790972,2.000000
0.797508,2.000000
0.799766,2.000000
0.801700,1.000000
0.809427,0.000000
0.810312,0.000000
0.817276,0.000000
0.850884,3.000000
0.859261,5.000000
0.871534,6.000000
0.908741,5.000000
0.935440,6.000000
0.938506,5.000000
0.943918,5.000000
0.946634,5.000000
0.968268,4.000000
0.970882,5.000000
0.971533,5.000000
0.972291,5.000000
0.986504,6.000000
0.988685,5.000000
0.991090,5.000000
0.998627,5.000000
1.007433,6.000000
1.009592,6.000000
1.016119,6.000000
1.016844,6.000000
1.018036,6.000000
1.035554,5.000000
1.050959,5.000000
1.070047,5.000000
1.071618,6.000000
1.101235,4.000000
1.105625,2.000000
1.113910,3.000000
1.130363,2.000000
1.145058,3.000000
1.166818,5.000000
1.167277,5.000000
1.168323,6.000000
1.168631,6.000000
1.171532,5.000000
1.175469,5.000000
1.178631,4.000000
1.186602,4.000000
1.193479,4.000000
1.208578,3.000000
1.213008,4.000000
1.215198,3.000000
1.222944,2.000000
1.227608,2.000000
1.233479,2.000000
1.258028,3.000000
1.288897,0.000000
1.292602,0.000000
1.293750,0.000000
1.313586,1.000000
1.327510,2.000000
1.330386,2.000000
1.335273,2.000000
1.345513,2.000000
